Image,Distance(m),Error(m)
0000000007.png,32.82421875,47.17578125
0000000007.png,33.08203125,46.91796875
0000000007.png,32.17578125,47.82421875
0000000007.png,33.00390625,46.99609375
0000000007.png,32.12109375,47.87890625
0000000007.png,32.70703125,47.29296875
0000000007.png,32.06640625,47.93359375
0000000007.png,32.02734375,47.97265625
0000000007.png,32.01171875,47.98828125
0000000007.png,32.66796875,47.33203125
0000000007.png,32.02734375,47.97265625
0000000007.png,32.70703125,47.29296875
0000000007.png,32.0546875,47.9453125
0000000007.png,32.72265625,47.27734375
0000000007.png,32.05859375,47.94140625
0000000007.png,32.09765625,47.90234375
0000000007.png,32.08984375,47.91015625
0000000007.png,32.12890625,47.87109375
0000000007.png,32.16015625,47.83984375
0000000007.png,32.1953125,47.8046875
0000000007.png,32.23046875,47.76953125
0000000007.png,32.265625,47.734375
0000000007.png,32.2578125,47.7421875
0000000007.png,32.265625,47.734375
0000000007.png,32.25,47.75
0000000007.png,32.21875,47.78125
0000000007.png,32.1953125,47.8046875
0000000007.png,32.2578125,47.7421875
0000000007.png,32.35546875,47.64453125
0000000007.png,32.18359375,47.81640625
0000000007.png,32.0859375,47.9140625
0000000007.png,29.91796875,50.08203125
0000000007.png,29.89453125,50.10546875
0000000007.png,30.0234375,49.9765625
0000000007.png,30.03125,49.96875
0000000007.png,29.98046875,50.01953125
0000000007.png,30.00390625,49.99609375
0000000007.png,30.015625,49.984375
0000000007.png,31.43359375,48.56640625
0000000007.png,30.18359375,49.81640625
0000000007.png,30.55859375,49.44140625
0000000007.png,31.72265625,48.27734375
0000000007.png,31.70703125,48.29296875
0000000007.png,30.49609375,49.50390625
0000000007.png,30.3671875,49.6328125
0000000007.png,30.1796875,49.8203125
0000000007.png,29.50390625,50.49609375
0000000007.png,27.984375,52.015625
0000000007.png,32.00390625,47.99609375
0000000007.png,32.06640625,47.93359375
0000000007.png,32.00390625,47.99609375
0000000007.png,32.09765625,47.90234375
0000000007.png,30.9296875,49.0703125
0000000007.png,32.125,47.875
0000000007.png,30.875,49.125
0000000007.png,30.87109375,49.12890625
0000000007.png,30.91796875,49.08203125
0000000007.png,30.89453125,49.10546875
0000000007.png,30.8984375,49.1015625
0000000007.png,30.82421875,49.17578125
0000000007.png,30.8671875,49.1328125
0000000007.png,30.30078125,49.69921875
0000000007.png,30.2265625,49.7734375
0000000007.png,29.70703125,50.29296875
0000000007.png,28.75,51.25
0000000007.png,27.98046875,52.01953125
0000000007.png,28.1953125,51.8046875
0000000007.png,30.4375,49.5625
0000000007.png,30.48046875,49.51953125
0000000007.png,30.44140625,49.55859375
0000000007.png,30.19921875,49.80078125
0000000007.png,30.09375,49.90625
0000000007.png,29.89453125,50.10546875
0000000007.png,29.62109375,50.37890625
0000000007.png,29.10546875,50.89453125
0000000007.png,29.234375,50.765625
0000000007.png,28.84765625,51.15234375
0000000007.png,28.78125,51.21875
0000000007.png,28.75,51.25
0000000007.png,28.640625,51.359375
0000000007.png,28.640625,51.359375
0000000007.png,28.625,51.375
0000000007.png,28.7578125,51.2421875
0000000007.png,29.36328125,50.63671875
0000000007.png,28.73046875,51.26953125
0000000007.png,28.83203125,51.16796875
0000000007.png,28.85546875,51.14453125
0000000007.png,28.921875,51.078125
0000000007.png,28.88671875,51.11328125
0000000007.png,28.88671875,51.11328125
0000000007.png,28.8515625,51.1484375
0000000007.png,28.8515625,51.1484375
0000000007.png,28.38671875,51.61328125
0000000007.png,28.2890625,51.7109375
0000000007.png,27.640625,52.359375
0000000007.png,27.515625,52.484375
0000000007.png,27.203125,52.796875
0000000007.png,27.0625,52.9375
0000000007.png,29.265625,50.734375
0000000007.png,29.6875,50.3125
0000000007.png,29.6796875,50.3203125
0000000007.png,29.3203125,50.6796875
0000000007.png,29.69140625,50.30859375
0000000007.png,29.69921875,50.30078125
0000000007.png,29.27734375,50.72265625
0000000007.png,29.609375,50.390625
0000000007.png,29.55859375,50.44140625
0000000007.png,29.515625,50.484375
0000000007.png,29.20703125,50.79296875
0000000007.png,29.00390625,50.99609375
0000000007.png,28.8046875,51.1953125
0000000007.png,28.6796875,51.3203125
0000000007.png,28.5859375,51.4140625
0000000007.png,28.16015625,51.83984375
0000000007.png,28.1328125,51.8671875
0000000007.png,27.8515625,52.1484375
0000000007.png,27.48046875,52.51953125
0000000007.png,27.21484375,52.78515625
0000000007.png,27.14453125,52.85546875
0000000007.png,26.91015625,53.08984375
0000000007.png,26.78515625,53.21484375
0000000007.png,26.44921875,53.55078125
0000000007.png,27.9609375,52.0390625
0000000007.png,27.95703125,52.04296875
0000000007.png,27.71484375,52.28515625
0000000007.png,27.65625,52.34375
0000000007.png,27.4375,52.5625
0000000007.png,27.54296875,52.45703125
0000000007.png,27.45703125,52.54296875
0000000007.png,27.20703125,52.79296875
0000000007.png,26.95703125,53.04296875
0000000007.png,26.9609375,53.0390625
0000000007.png,26.6953125,53.3046875
0000000007.png,26.70703125,53.29296875
0000000007.png,26.47265625,53.52734375
0000000007.png,26.43359375,53.56640625
0000000007.png,26.2890625,53.7109375
0000000007.png,26.265625,53.734375
0000000007.png,26.26171875,53.73828125
0000000007.png,26.24609375,53.75390625
0000000007.png,26.25,53.75
0000000007.png,26.24609375,53.75390625
0000000007.png,26.23828125,53.76171875
0000000007.png,26.234375,53.765625
0000000007.png,26.21484375,53.78515625
0000000007.png,26.19140625,53.80859375
0000000007.png,25.953125,54.046875
0000000007.png,25.7890625,54.2109375
0000000007.png,25.59375,54.40625
0000000007.png,25.2578125,54.7421875
0000000007.png,25.8359375,54.1640625
0000000007.png,25.36328125,54.63671875
0000000007.png,25.41015625,54.58984375
0000000007.png,25.0390625,54.9609375
0000000007.png,25.1015625,54.8984375
0000000007.png,25.05078125,54.94921875
0000000007.png,25.09375,54.90625
0000000007.png,24.98828125,55.01171875
0000000007.png,25.0234375,54.9765625
0000000007.png,24.9453125,55.0546875
0000000007.png,24.8515625,55.1484375
0000000007.png,24.75390625,55.24609375
0000000007.png,24.76953125,55.23046875
0000000007.png,24.6875,55.3125
0000000007.png,24.72265625,55.27734375
0000000007.png,24.546875,55.453125
0000000007.png,24.6015625,55.3984375
0000000007.png,24.4765625,55.5234375
0000000007.png,24.5390625,55.4609375
0000000007.png,24.3984375,55.6015625
0000000007.png,24.4375,55.5625
0000000007.png,24.24609375,55.75390625
0000000007.png,24.484375,55.515625
0000000007.png,24.15625,55.84375
0000000007.png,24.3984375,55.6015625
0000000007.png,23.9921875,56.0078125
0000000007.png,23.9296875,56.0703125
0000000007.png,24.28125,55.71875
0000000007.png,23.83203125,56.16796875
0000000007.png,24.14453125,55.85546875
0000000007.png,23.77734375,56.22265625
0000000007.png,23.76171875,56.23828125
0000000007.png,23.67578125,56.32421875
0000000007.png,23.53515625,56.46484375
0000000007.png,23.8046875,56.1953125
0000000007.png,23.22265625,56.77734375
0000000007.png,22.84765625,57.15234375
0000000007.png,23.14453125,56.85546875
0000000007.png,23.1640625,56.8359375
0000000007.png,23.2578125,56.7421875
0000000007.png,23.17578125,56.82421875
0000000007.png,23.56640625,56.43359375
0000000007.png,23.16796875,56.83203125
0000000007.png,23.08203125,56.91796875
0000000007.png,23.31640625,56.68359375
0000000007.png,22.94921875,57.05078125
0000000007.png,23.3046875,56.6953125
0000000007.png,22.984375,57.015625
0000000007.png,23.01953125,56.98046875
0000000007.png,22.984375,57.015625
0000000007.png,22.58203125,57.41796875
0000000007.png,22.8671875,57.1328125
0000000007.png,23.09765625,56.90234375
0000000007.png,22.984375,57.015625
0000000007.png,22.6640625,57.3359375
0000000007.png,22.66015625,57.33984375
0000000007.png,22.41796875,57.58203125
0000000007.png,22.45703125,57.54296875
0000000007.png,22.31640625,57.68359375
0000000007.png,21.38671875,58.61328125
0000000007.png,21.76953125,58.23046875
0000000007.png,22.40625,57.59375
0000000007.png,22.5,57.5
0000000007.png,22.21484375,57.78515625
0000000007.png,22.17578125,57.82421875
0000000007.png,22.7109375,57.2890625
0000000007.png,22.1015625,57.8984375
0000000007.png,22.19921875,57.80078125
0000000007.png,22.26953125,57.73046875
0000000007.png,22.40625,57.59375
0000000007.png,22.22265625,57.77734375
0000000007.png,22.3046875,57.6953125
0000000007.png,22.33984375,57.66015625
0000000007.png,21.85546875,58.14453125
0000000007.png,22.01171875,57.98828125
0000000007.png,22.30859375,57.69140625
0000000007.png,21.48828125,58.51171875
0000000007.png,22.14453125,57.85546875
0000000007.png,21.5859375,58.4140625
0000000007.png,21.96875,58.03125
0000000007.png,21.265625,58.734375
0000000007.png,22.11328125,57.88671875
0000000007.png,21.73046875,58.26953125
0000000007.png,21.96484375,58.03515625
0000000007.png,21.55078125,58.44921875
0000000007.png,21.78125,58.21875
0000000007.png,20.76953125,59.23046875
0000000007.png,21.4140625,58.5859375
0000000007.png,21.6953125,58.3046875
0000000007.png,21.15234375,58.84765625
0000000007.png,21.51171875,58.48828125
0000000007.png,20.43359375,59.56640625
0000000007.png,21.109375,58.890625
0000000007.png,20.8984375,59.1015625
0000000007.png,20.98046875,59.01953125
0000000007.png,21.109375,58.890625
0000000007.png,21.11328125,58.88671875
0000000007.png,15.484375,64.515625
0000000007.png,15.125,64.875
0000000007.png,15.109375,64.890625
0000000007.png,21.26171875,58.73828125
0000000007.png,20.76171875,59.23828125
0000000007.png,20.71875,59.28125
0000000007.png,20.3203125,59.6796875
0000000007.png,20.09765625,59.90234375
0000000007.png,20.5078125,59.4921875
0000000007.png,20.4921875,59.5078125
0000000007.png,19.82421875,60.17578125
0000000007.png,19.60546875,60.39453125
0000000007.png,20.38671875,59.61328125
0000000007.png,19.953125,60.046875
0000000007.png,19.48046875,60.51953125
0000000007.png,19.421875,60.578125
0000000007.png,19.640625,60.359375
0000000007.png,19.71875,60.28125
0000000007.png,19.625,60.375
0000000007.png,19.46484375,60.53515625
0000000007.png,19.30078125,60.69921875
0000000007.png,17.84375,62.15625
0000000007.png,17.91015625,62.08984375
0000000007.png,18.6015625,61.3984375
0000000007.png,18.59375,61.40625
0000000007.png,18.6328125,61.3671875
0000000007.png,19.0078125,60.9921875
0000000007.png,19.0390625,60.9609375
0000000007.png,19.08984375,60.91015625
0000000007.png,19.11328125,60.88671875
0000000007.png,19.15234375,60.84765625
0000000007.png,19.19140625,60.80859375
0000000007.png,19.49609375,60.50390625
0000000007.png,19.421875,60.578125
0000000007.png,19.55859375,60.44140625
0000000007.png,19.546875,60.453125
0000000007.png,19.546875,60.453125
0000000007.png,19.546875,60.453125
0000000007.png,19.59765625,60.40234375
0000000007.png,19.671875,60.328125
0000000007.png,20.06640625,59.93359375
0000000007.png,14.4765625,65.5234375
0000000007.png,14.5,65.5
0000000007.png,14.515625,65.484375
0000000007.png,14.515625,65.484375
0000000007.png,14.4921875,65.5078125
0000000007.png,14.16796875,65.83203125
0000000007.png,14.49609375,65.50390625
0000000007.png,14.140625,65.859375
0000000007.png,14.109375,65.890625
0000000007.png,14.0625,65.9375
0000000007.png,13.90625,66.09375
0000000007.png,14.04296875,65.95703125
0000000007.png,14.421875,65.578125
0000000007.png,13.859375,66.140625
0000000007.png,13.84765625,66.15234375
0000000007.png,13.86328125,66.13671875
0000000007.png,13.8125,66.1875
0000000007.png,13.87109375,66.12890625
0000000007.png,13.875,65.39070892333984
0000000007.png,13.90625,51.08082580566406
0000000007.png,13.953125,49.24013137817383
0000000007.png,13.88671875,51.90202331542969
0000000007.png,13.9296875,52.93534851074219
0000000007.png,13.8515625,54.44953155517578
0000000007.png,13.8984375,61.176544189453125
0000000007.png,13.87890625,65.29998779296875
0000000007.png,13.91796875,66.08203125
0000000007.png,14.00390625,65.99609375
0000000007.png,13.95703125,66.04296875
0000000007.png,14.01171875,65.98828125
0000000007.png,14.0625,65.9375
0000000007.png,14.06640625,65.93359375
0000000007.png,14.140625,65.859375
0000000007.png,14.13671875,65.86328125
0000000007.png,14.1953125,65.8046875
0000000007.png,14.2890625,65.7109375
0000000007.png,14.26171875,65.73828125
0000000007.png,14.34765625,65.65234375
0000000007.png,14.39453125,65.60546875
0000000007.png,14.4375,65.5625
0000000007.png,14.921875,65.078125
0000000007.png,14.94140625,65.05859375
0000000007.png,15.02734375,64.97265625
0000000007.png,15.125,64.875
0000000007.png,15.23828125,64.76171875
0000000007.png,15.3359375,64.6640625
0000000007.png,15.44921875,64.55078125
0000000007.png,15.546875,64.453125
0000000007.png,15.96484375,64.03515625
0000000007.png,16.0546875,63.9453125
0000000007.png,16.20703125,63.79296875
0000000007.png,16.3203125,63.6796875
0000000007.png,16.44921875,63.55078125
0000000007.png,16.5859375,63.4140625
0000000007.png,16.69140625,63.30859375
0000000007.png,16.80859375,63.19140625
0000000007.png,16.9453125,63.0546875
0000000007.png,17.06640625,62.93359375
0000000007.png,17.14453125,62.85546875
0000000007.png,17.07421875,62.92578125
0000000007.png,17.2265625,62.7734375
0000000007.png,17.17578125,62.82421875
0000000007.png,17.30859375,62.69140625
0000000007.png,17.30078125,62.69921875
0000000007.png,22.109375,37.55083084106445
0000000007.png,22.07421875,41.27101135253906
0000000007.png,22.046875,41.33487319946289
0000000007.png,21.92578125,58.07421875
0000000007.png,21.9609375,58.0390625
0000000007.png,22.03125,57.96875
0000000007.png,22.8125,57.1875
0000000007.png,24.21484375,55.78515625
0000000007.png,24.33984375,55.66015625
0000000007.png,24.51171875,55.48828125
0000000007.png,24.67578125,55.32421875
0000000007.png,24.796875,55.203125
0000000007.png,25.37109375,54.62890625
0000000007.png,25.23046875,54.76953125
0000000007.png,25.375,54.625
0000000007.png,25.3984375,54.6015625
0000000007.png,25.38671875,54.61328125
0000000007.png,36.77734375,43.22265625
0000000007.png,31.16015625,48.83984375
0000000007.png,35.8203125,44.1796875
0000000007.png,35.671875,44.328125
0000000007.png,34.1796875,45.8203125
0000000007.png,34.203125,45.796875
0000000007.png,34.81640625,45.18359375
0000000007.png,35.24609375,44.75390625
0000000007.png,34.796875,45.203125
0000000007.png,34.765625,45.234375
0000000007.png,35.171875,44.828125
0000000007.png,34.73046875,45.26953125
0000000007.png,35.7265625,44.2734375
0000000007.png,34.640625,45.359375
0000000007.png,36.01171875,43.98828125
0000000007.png,34.98046875,45.01953125
0000000007.png,34.4765625,45.5234375
0000000007.png,34.46484375,45.53515625
0000000007.png,33.7109375,46.2890625
0000000007.png,32.80078125,47.19921875
0000000007.png,32.98046875,47.01953125
0000000007.png,32.62890625,47.37109375
0000000007.png,32.98828125,47.01171875
0000000007.png,32.62890625,47.37109375
0000000007.png,32.96484375,47.03515625
0000000007.png,32.96484375,47.03515625
0000000007.png,32.56640625,47.43359375
0000000007.png,32.4921875,47.5078125
0000000007.png,32.6328125,47.3671875
0000000007.png,31.875,48.125
0000000007.png,32.55859375,47.44140625
0000000007.png,32.3359375,47.6640625
0000000007.png,31.6953125,48.3046875
0000000007.png,32.22265625,47.77734375
0000000007.png,32.265625,47.734375
0000000007.png,32.30078125,47.69921875
0000000007.png,31.8515625,48.1484375
0000000007.png,32.328125,47.671875
0000000007.png,31.8359375,48.1640625
0000000007.png,32.015625,47.984375
0000000007.png,32.03515625,47.96484375
0000000007.png,31.23046875,48.76953125
0000000007.png,31.23046875,48.76953125
0000000007.png,31.05859375,48.94140625
0000000007.png,31.20703125,48.79296875
0000000007.png,31.0234375,48.9765625
0000000007.png,31.140625,48.859375
0000000007.png,30.9765625,49.0234375
0000000007.png,30.93359375,49.06640625
0000000007.png,30.91015625,49.08984375
0000000007.png,30.87890625,49.12109375
0000000007.png,30.9765625,49.0234375
0000000007.png,30.90234375,49.09765625
0000000007.png,30.90625,49.09375
0000000007.png,30.92578125,49.07421875
0000000007.png,30.921875,49.078125
0000000007.png,30.95703125,49.04296875
0000000007.png,30.953125,49.046875
0000000007.png,30.96875,49.03125
0000000007.png,30.9765625,49.0234375
0000000007.png,31.05078125,48.94921875
0000000007.png,31.00390625,48.99609375
0000000007.png,31.08984375,48.91015625
0000000007.png,31.03515625,48.96484375
0000000007.png,31.07421875,48.92578125
0000000007.png,31.09765625,48.90234375
0000000007.png,31.11328125,48.88671875
0000000007.png,31.203125,48.796875
0000000007.png,31.12890625,48.87109375
0000000007.png,31.2109375,48.7890625
0000000007.png,31.14453125,48.85546875
0000000007.png,31.109375,48.890625
0000000007.png,31.0859375,48.9140625
0000000007.png,31.05859375,48.94140625
0000000007.png,31.06640625,48.93359375
0000000007.png,31.10546875,48.89453125
0000000007.png,31.10546875,48.89453125
0000000007.png,31.1953125,48.8046875
0000000007.png,31.0703125,48.9296875
0000000007.png,30.640625,49.359375
0000000007.png,30.8984375,49.1015625
0000000007.png,30.375,49.625
0000000007.png,29.39453125,50.60546875
0000000007.png,30.234375,49.765625
0000000007.png,29.1328125,50.8671875
0000000007.png,29.234375,50.765625
0000000007.png,29.44921875,50.55078125
0000000007.png,29.14453125,50.85546875
0000000007.png,29.203125,50.796875
0000000007.png,29.05078125,50.94921875
0000000007.png,29.19921875,50.80078125
0000000007.png,29.65234375,50.34765625
0000000007.png,29.125,50.875
0000000007.png,29.76171875,50.23828125
0000000007.png,29.30859375,50.69140625
0000000007.png,29.68359375,50.31640625
0000000007.png,29.74609375,50.25390625
0000000007.png,29.97265625,50.02734375
0000000007.png,29.8359375,50.1640625
0000000007.png,29.75390625,50.24609375
0000000007.png,30.1015625,49.8984375
0000000007.png,29.63671875,50.36328125
0000000007.png,29.3125,50.6875
0000000007.png,28.953125,51.046875
0000000007.png,28.73046875,51.26953125
0000000007.png,30.3359375,49.6640625
0000000007.png,30.17578125,49.82421875
0000000007.png,30.3984375,49.6015625
0000000007.png,30.21875,49.78125
0000000007.png,30.44140625,49.55859375
0000000007.png,30.23046875,49.76953125
0000000007.png,30.46875,49.53125
0000000007.png,30.2265625,49.7734375
0000000007.png,30.22265625,49.77734375
0000000007.png,30.87109375,49.12890625
0000000007.png,30.4296875,49.5703125
0000000007.png,30.1953125,49.8046875
0000000007.png,30.8046875,49.1953125
0000000007.png,30.203125,49.796875
0000000007.png,30.8125,49.1875
0000000007.png,30.234375,49.765625
0000000007.png,30.3828125,49.6171875
0000000007.png,30.2421875,49.7578125
0000000007.png,30.34765625,49.65234375
0000000007.png,30.1953125,49.8046875
0000000007.png,30.2890625,49.7109375
0000000007.png,30.1953125,49.8046875
0000000007.png,30.2578125,49.7421875
0000000007.png,29.99609375,50.00390625
0000000007.png,29.5390625,50.4609375
0000000007.png,29.78515625,50.21484375
0000000007.png,29.3203125,50.6796875
0000000007.png,28.71484375,51.28515625
0000000007.png,30.421875,49.578125
0000000007.png,30.02734375,49.97265625
0000000007.png,29.859375,50.140625
0000000007.png,30.171875,49.828125
0000000007.png,29.7265625,50.2734375
0000000007.png,29.35546875,50.64453125
0000000007.png,30.01953125,49.98046875
0000000007.png,29.1328125,50.8671875
0000000007.png,29.48046875,50.51953125
0000000007.png,29.12890625,50.87109375
0000000007.png,28.9375,51.0625
0000000007.png,29.04296875,50.95703125
0000000007.png,28.80859375,51.19140625
0000000007.png,28.65625,51.34375
0000000007.png,28.44921875,51.55078125
0000000007.png,28.40625,51.59375
0000000007.png,28.40234375,51.59765625
0000000007.png,28.42578125,51.57421875
0000000007.png,28.47265625,51.52734375
0000000007.png,28.44140625,51.55859375
0000000007.png,28.59375,51.40625
0000000007.png,28.75,51.25
0000000007.png,28.5546875,51.4453125
0000000007.png,28.20703125,51.79296875
0000000007.png,28.19140625,51.80859375
0000000007.png,26.07421875,53.92578125
0000000007.png,25.57421875,54.42578125
0000000007.png,25.64453125,54.35546875
0000000007.png,25.34765625,54.65234375
0000000007.png,29.41796875,50.58203125
0000000007.png,29.125,50.875
0000000007.png,28.8046875,51.1953125
0000000007.png,29.18359375,50.81640625
0000000007.png,28.80859375,51.19140625
0000000007.png,29.10546875,50.89453125
0000000007.png,28.7890625,51.2109375
0000000007.png,28.6328125,51.3671875
0000000007.png,29.2890625,50.7109375
0000000007.png,29.10546875,50.89453125
0000000007.png,28.765625,51.234375
0000000007.png,28.76953125,51.23046875
0000000007.png,28.74609375,51.25390625
0000000007.png,28.91015625,51.08984375
0000000007.png,28.68359375,51.31640625
0000000007.png,28.78515625,51.21484375
0000000007.png,28.6328125,51.3671875
0000000007.png,28.75,51.25
0000000007.png,28.46484375,51.53515625
0000000007.png,28.09375,51.90625
0000000007.png,28.05078125,51.94921875
0000000007.png,27.78125,52.21875
0000000007.png,26.640625,53.359375
0000000007.png,25.43359375,54.56640625
0000000007.png,25.21875,54.78125
0000000007.png,27.55078125,52.44921875
0000000007.png,25.31640625,54.68359375
0000000007.png,24.921875,55.078125
0000000007.png,25.03125,54.96875
0000000007.png,25.41796875,54.58203125
0000000007.png,25.43359375,54.56640625
0000000007.png,25.3515625,54.6484375
0000000007.png,25.21484375,54.78515625
0000000007.png,25.06640625,54.93359375
0000000007.png,24.69140625,55.30859375
0000000007.png,24.78515625,55.21484375
0000000007.png,24.6015625,55.3984375
0000000007.png,24.63671875,55.36328125
0000000007.png,24.53125,55.46875
0000000007.png,24.546875,55.453125
0000000007.png,24.4609375,55.5390625
0000000007.png,24.3515625,55.6484375
0000000007.png,24.33203125,55.66796875
0000000007.png,24.33984375,55.66015625
0000000007.png,24.23046875,55.76953125
0000000007.png,24.21875,55.78125
0000000007.png,23.8671875,56.1328125
0000000007.png,23.9375,56.0625
0000000007.png,23.7265625,56.2734375
0000000007.png,23.890625,56.109375
0000000007.png,23.91015625,56.08984375
0000000007.png,23.9765625,56.0234375
0000000007.png,23.7890625,56.2109375
0000000007.png,23.68359375,56.31640625
0000000007.png,23.703125,56.296875
0000000007.png,23.6484375,56.3515625
0000000007.png,23.65234375,56.34765625
0000000007.png,23.6015625,56.3984375
0000000007.png,23.453125,56.546875
0000000007.png,23.42578125,56.57421875
0000000007.png,23.41015625,56.58984375
0000000007.png,23.5078125,56.4921875
0000000007.png,23.3828125,56.6171875
0000000007.png,23.3828125,56.6171875
0000000007.png,23.3046875,56.6953125
0000000007.png,23.27734375,56.72265625
0000000007.png,23.22265625,56.77734375
0000000007.png,23.28125,56.71875
0000000007.png,23.23046875,56.76953125
0000000007.png,23.265625,56.734375
0000000007.png,23.07421875,56.92578125
0000000007.png,23.046875,56.953125
0000000007.png,23.14453125,56.85546875
0000000007.png,22.9609375,57.0390625
0000000007.png,22.91796875,57.08203125
0000000007.png,22.8203125,57.1796875
0000000007.png,22.82421875,57.17578125
0000000007.png,22.75390625,57.24609375
0000000007.png,22.8359375,57.1640625
0000000007.png,22.734375,57.265625
0000000007.png,22.76953125,57.23046875
0000000007.png,22.50390625,57.49609375
0000000007.png,22.54296875,57.45703125
0000000007.png,22.49609375,57.50390625
0000000007.png,22.49609375,57.50390625
0000000007.png,22.546875,57.453125
0000000007.png,22.42578125,57.57421875
0000000007.png,22.43359375,57.56640625
0000000007.png,22.6015625,57.3984375
0000000007.png,22.53125,57.46875
0000000007.png,22.43359375,57.56640625
0000000007.png,22.2890625,57.7109375
0000000007.png,22.4375,57.5625
0000000007.png,22.3828125,57.6171875
0000000007.png,22.4375,57.5625
0000000007.png,22.22265625,57.77734375
0000000007.png,22.51171875,57.48828125
0000000007.png,22.29296875,57.70703125
0000000007.png,22.23828125,57.76171875
0000000007.png,22.08203125,57.91796875
0000000007.png,21.96875,58.03125
0000000007.png,21.984375,58.015625
0000000007.png,21.91015625,58.08984375
0000000007.png,21.609375,58.390625
0000000007.png,21.97265625,58.02734375
0000000007.png,21.79296875,58.20703125
0000000007.png,21.62109375,58.37890625
0000000007.png,21.734375,58.265625
0000000007.png,21.58203125,58.41796875
0000000007.png,21.63671875,58.36328125
0000000007.png,21.828125,58.171875
0000000007.png,21.60546875,58.39453125
0000000007.png,21.84765625,58.15234375
0000000007.png,21.6484375,58.3515625
0000000007.png,21.76171875,58.23828125
0000000007.png,21.6875,58.3125
0000000007.png,21.79296875,58.20703125
0000000007.png,21.9296875,58.0703125
0000000007.png,21.3515625,58.6484375
0000000007.png,21.703125,58.296875
0000000007.png,21.4453125,58.5546875
0000000007.png,21.39453125,58.60546875
0000000007.png,21.19140625,58.80859375
0000000007.png,21.1796875,58.8203125
0000000007.png,21.03125,58.96875
0000000007.png,21.16015625,58.83984375
0000000007.png,21.0625,58.9375
0000000007.png,21.11328125,58.88671875
0000000007.png,21.26171875,58.73828125
0000000007.png,21.375,58.625
0000000007.png,21.34375,58.65625
0000000007.png,21.1640625,58.8359375
0000000007.png,20.69921875,59.30078125
0000000007.png,20.75,59.25
0000000007.png,20.546875,59.453125
0000000007.png,21.0390625,58.9609375
0000000007.png,20.3984375,59.6015625
0000000007.png,20.96875,59.03125
0000000007.png,20.8984375,59.1015625
0000000007.png,21.109375,58.890625
0000000007.png,20.8203125,59.1796875
0000000007.png,20.875,59.125
0000000007.png,20.65625,59.34375
0000000007.png,20.59765625,59.40234375
0000000007.png,15.4453125,64.5546875
0000000007.png,15.16796875,64.83203125
0000000007.png,15.09375,64.90625
0000000007.png,15.08203125,64.91796875
0000000007.png,15.1171875,64.8828125
0000000007.png,15.109375,64.890625
0000000007.png,18.578125,61.421875
0000000007.png,21.14453125,58.85546875
0000000007.png,21.03515625,58.96484375
0000000007.png,20.56640625,59.43359375
0000000007.png,20.6171875,59.3828125
0000000007.png,20.44921875,59.55078125
0000000007.png,20.390625,59.609375
0000000007.png,20.34765625,59.65234375
0000000007.png,20.33203125,59.66796875
0000000007.png,20.234375,59.765625
0000000007.png,20.25,59.75
0000000007.png,20.0859375,59.9140625
0000000007.png,19.953125,60.046875
0000000007.png,20.01171875,59.98828125
0000000007.png,17.796875,62.203125
0000000007.png,19.8203125,60.1796875
0000000007.png,19.23828125,60.76171875
0000000007.png,19.46484375,60.53515625
0000000007.png,19.375,60.625
0000000007.png,19.2109375,60.7890625
0000000007.png,19.15625,60.84375
0000000007.png,16.80859375,63.19140625
0000000007.png,17.59765625,62.40234375
0000000007.png,17.88671875,62.11328125
0000000007.png,17.71484375,62.28515625
0000000007.png,20.94921875,59.05078125
0000000007.png,14.3125,65.6875
0000000007.png,14.3046875,65.6953125
0000000007.png,13.96484375,66.03515625
0000000007.png,14.20703125,65.79296875
0000000007.png,14.21484375,65.78515625
0000000007.png,13.94921875,66.05078125
0000000007.png,14.08203125,65.91796875
0000000007.png,13.95703125,66.04296875
0000000007.png,13.9375,66.0625
0000000007.png,13.9453125,66.0546875
0000000007.png,13.91796875,66.08203125
0000000007.png,13.9296875,66.0703125
0000000007.png,13.9140625,66.0859375
0000000007.png,13.98828125,66.01171875
0000000007.png,14.01953125,65.98046875
0000000007.png,13.89453125,66.10546875
0000000007.png,13.95703125,66.04296875
0000000007.png,13.8671875,66.1328125
0000000007.png,13.9375,66.0625
0000000007.png,13.74609375,66.25390625
0000000007.png,13.89453125,66.10546875
0000000007.png,13.7890625,66.2109375
0000000007.png,13.8671875,66.1328125
0000000007.png,13.90625,64.69541931152344
0000000007.png,13.7890625,58.36116027832031
0000000007.png,13.78125,47.0538330078125
0000000007.png,13.7578125,49.97884750366211
0000000007.png,13.7890625,51.278236389160156
0000000007.png,13.91015625,59.1732177734375
0000000007.png,13.83203125,60.87322998046875
0000000007.png,13.9375,62.699684143066406
0000000007.png,13.8828125,66.1171875
0000000007.png,13.93359375,66.06640625
0000000007.png,13.98828125,66.01171875
0000000007.png,14.0390625,65.9609375
0000000007.png,14.0703125,65.9296875
0000000007.png,14.12109375,65.87890625
0000000007.png,14.140625,65.859375
0000000007.png,14.17578125,65.82421875
0000000007.png,14.19140625,65.80859375
0000000007.png,14.1640625,65.8359375
0000000007.png,14.30078125,65.69921875
0000000007.png,14.23828125,65.76171875
0000000007.png,14.41015625,65.58984375
0000000007.png,14.31640625,65.68359375
0000000007.png,14.47265625,65.52734375
0000000007.png,14.546875,65.453125
0000000007.png,14.59765625,65.40234375
0000000007.png,14.92578125,65.07421875
